fid,field_1,Admin1,Facility_name,Facility_type,Ownership,Latitude,Longitude,LL_source,Sub County,Ward,Level,Operating time,Total In-patient beds,General In-patient beds,Cots,Maternity beds,Emergency casualty bedsc,Intensive Care Unit beds,High Dependency Unit beds,Isolation beds,General theatres,Maternity theatres,Accident and Emergency Casualty Services,Ambulatory Services,Antenatal Care,Blood Services,Cancer Screening,Central Sterile Services Department,Curative Services,Dental services,Emergency Preparedness,Family Planning,Forensic Services,High Dependency Services,HIV/AIDs Prevention And Care Services,ICU Services,Immunisation,Inpatient Services,Integrated Immunization,Integrated Management Of Childhood Illness,Laboratory Services,Leprosy treatment,Maternity Services,Mental Health Services,Mortuary Services,Newborn Care Services,Nutrition Services,Occupational Therapy,Oncology Services,Opthalmic Services,Orthopaedic Technology Services,Pharmacy Services,Physiotherapy,Postnatal Care Services,Radiology and Imaging,Rehabilitation Services,Renal Services,Services For Gender Based Violence Survivors,Specialized In-Patient Services,Specialised Outpatient care,Theatre Services,Tuberculosis Diagnosis and Treatments,Youth Friendly Services
657,Kenya,Nairobi,Shamah Medical Clinic,Medical Clinic,Private Practice,-1.32101,36.89677,KMHFR,Embakasi South,Pipeline,2,24 hours + Weekends,4,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
378,Kenya,Nairobi,Provide Medical Centre,Nursing and Maternity Home,Private Practice,-1.25049,36.87123,KMHFR,Mathare North,Ruaraka,3,24 hours + Weekends,128,0,0,2,0,0,0,0,0,0,No,No,Yes,No,Yes,No,Yes,Yes,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
949,Kenya,Nairobi,Molecular and Infectious Disease Research Lab,Laboratory,Ministry of Health,-1.3012,36.8116,KMHFR,Kibra,Woodley/Kenyatta Golf Course,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
881,Kenya,Nairobi,Satellite Johnel Medical and Dental Centre,Medical Center,Private Practice,-1.29,36.74199,KMHFR,Dagoretti South,Riruta,3,24 hours,8,0,0,6,0,0,0,2,0,0,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
152,Kenya,Nairobi,Keridam Medical Centre,Medical Center,Private Practice,-1.28476,36.82442,KMHFR,Starehe,Nairobi Central,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
92,Kenya,Nairobi,Rhodes Chest Clinic,Dispensary,Ministry of Health,-1.28925,36.82191,KMHFR,Starehe,Landimawe,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
184,Kenya,Nairobi,Edarp Huruma Clinic,Medical Clinic,Faith Based Organization,-1.25794,36.87276,KMHFR,Mathare,Huruma,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
1068,Kenya,Nairobi,Beyond The Bridge Vision VCT,VCT,Non-Governmental Organization,-1.37115,36.85382,KMHFR,Lang'ata,Mugumo-ini,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
450,Kenya,Nairobi,Kayole I Health Centre,Basic Health Centre,Ministry of Health,-1.26407,36.9187,KMHFR,Kayole North,Embakasi Central,3,24 hours + Weekends,24,0,1,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
313,Kenya,Nairobi,St Alice (EDARP) Dandora Clinic,Dispensary,Private Practice,-1.24777,36.90949,KMHFR,Njiru,Kasarani,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
759,Kenya,Nairobi,Iom Migration Health Assessment Centre,Medical Center,Non-Governmental Organization,-1.23289,36.80524,KMHFR,Westlands,Karura,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
27,Kenya,Nairobi,Hanan Nursing Home,Nursing and Maternity Home,Private Practice,-1.28601,36.85314,KMHFR,Kamukunji,Eastleigh south,3,24 hours,12,0,1,2,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
832,Kenya,Nairobi,Dr Agarwals Eye Hospital,Primary Care Hospital,Private Practice,-1.27192,36.80523,KMHFR,Dagoretti North,Kilimani,4,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1096,Kenya,Nairobi,The Royal London International Ltd-Poly Clinic,Medical Center,Private Practice,-1.26248,36.82234,KMHFR,Westlands,Parklands,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
809,Kenya,Nairobi,Dodaki Medical Clinic,Medical Center,Private Practice,-1.27541,36.75573,KMHFR,Dagoretti North,Gatina,2,24 hours,4,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
576,Kenya,Nairobi,Emmanuel Medical Centre,Medical Clinic,Private Practice,-1.27412,36.89846,KMHFR,Embakasi East,Lower Savannah,2,24 hours,5,0,2,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
713,Kenya,Nairobi,Mowlem Community Clinic,Medical Clinic,Private Practice,-1.25693,36.9096,KMHFR,Embakasi West,Mowlem,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
748,Kenya,Nairobi,Tg Dialysis Clinic,Nursing Home,Private Practice,-1.25813,36.82969,KMHFR,Westlands,Karura,3,24 hours + Weekends,0,0,0,0,1,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
370,Kenya,Nairobi,The Arcade medical centre,Medical Clinic,Private Practice,-1.25303,36.86714,KMHFR,Mathare North,Ruaraka,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
462,Kenya,Nairobi,Eagle Health Care,Medical Clinic,Private Practice,-1.26663,36.74867,KMHFR,Kangemi,Westlands,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
660,Kenya,Nairobi,Mwatate Clinic,Medical Clinic,Private Practice,-1.31397,36.89026,KMHFR,Embakasi South,Pipeline,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
207,Kenya,Nairobi,Medpark Healthcare Services,Medical Clinic,Private Practice,-1.28906,36.86014,KMHFR,Makadara,Makongeni,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
307,Kenya,Nairobi,Wangu Medical Clinic,Medical Clinic,Private Practice,-1.26068,36.9999,KMHFR,Ruai,Kasarani,3,24 hours,7,0,1,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
987,Kenya,Nairobi,Kibera Chemi Chemi Ya Uzima Clinic,Dispensary,Faith Based Organization,-1.30692,36.78804,KMHFR,Kibra,Makina,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
371,Kenya,Nairobi,Providence Medical Centre,Medical Clinic,Private Practice,-1.24941,36.87392,KMHFR,Mathare North,Ruaraka,2,24 hours + Weekends,2,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51,Kenya,Nairobi,Woodstreet Nursing Home,Nursing Home,Private Practice,-1.27304,36.86009,KMHFR,Kamukunji,Estleigh North,3,24 hours,10,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
654,Kenya,Nairobi,The Marions Health Care,Medical Center,Private Practice,-1.31006,36.89031,KMHFR,Embakasi South,Pipeline,3,24 hours + Weekends,4,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
41,Kenya,Nairobi,AL Amin Hospital,Primary care hospital,Private Practice,-1.27144,36.84545,KMHFR,Kamukunji,Estleigh North,4,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
547,Kenya,Nairobi,Little Rock Childrens Clinic,Medical Clinic,Private Practice,-1.30801,36.90905,KMHFR,Embakasi East,Embakasi,2,24 hours + Weekends,4,0,2,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
951,Kenya,Nairobi,National Microbiology Reference Lab,Laboratory,Ministry of Health,-1.30433,36.80769,KMHFR,Kibra,Woodley/Kenyatta Golf Course,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
532,Kenya,Nairobi,Embakasi Health Centre,Comprehensive Health Centre,Ministry of Health,-1.30618,36.91472,KMHFR,Embakasi East,Embakasi,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
897,Kenya,Nairobi,Dagoretti Subcounty Hospital Mutuini,Primary Care Hospital,Ministry of Health,-1.28907,36.69442,KMHFR,Dagoretti South,Mutu-ini,4,24 hours,0,0,0,16,0,0,0,0,0,0,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No
97,Kenya,Nairobi,St Bridget'S Dispensary,Dispensary,Faith Based Organization,-1.27868,36.83993,KMHFR,Starehe,Ziwani/Kariokor,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
886,Kenya,Nairobi,Ng'Ando Rapha Medical Centre Ltd,Medical Center,Private Practice,-1.30021,36.74841,KMHFR,Dagoretti South,Ngando,3,24 hours,0,0,0,3,0,0,0,0,0,0,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
328,Kenya,Nairobi,Lifters Community Medical Clinic,Medical Center,Private Practice,-1.2201,36.90618,KMHFR,kasarani,kasarani,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
227,Kenya,Nairobi,Getrudes Children'S Hospital,Primary Care Hospital,Private Practice,-1.29383,36.87538,KMHFR,Makadara,Maringo/Hamza,4,24 hours,6,0,2,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
823,Kenya,Nairobi,Sokoni Arcade VCT,VCT,Non-Governmental Organization,-1.28612,36.74519,KMHFR,Dagoretti North,Kawangware,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40,Kenya,Nairobi,Crescent Community Hospital Ltd,Primary care hospital,Private Practice,-1.27085,36.84695,KMHFR,Kamukunji,Estleigh North,4,24 hours,0,57,1,0,1,0,0,0,1,1,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No
1022,Kenya,Nairobi,Restore Hospital,Nursing Home,Private Practice,-1.34482,36.7349,KMHFR,Lang'ata,Karen,3,24 hours,17,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No
1074,Kenya,Nairobi,Langata Hospital,Primary Care Hospital,Private Practice,-1.32785,36.78919,KMHFR,Lang'ata,Mugumo-ini,4,24 hours,20,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
638,Kenya,Nairobi,Jirani Care Hospital Ltd,Medical Center,Private Practice,-1.32198,36.89658,KMHFR,Embakasi South,Pipeline,3,24 hours + Weekends,10,10,1,0,0,0,0,0,0,0,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
198,Kenya,Nairobi,Jericho Health Centre,Basic Health Centre,Ministry of Health,-1.29127,36.87169,KMHFR,Makadara,Harambee,3,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
818,Kenya,Nairobi,Loco Medical Centre and Maternity Home,Nursing and Maternity Home,Private Practice,-1.28308,36.74295,KMHFR,Dagoretti North,Kawangware,3,24 hours,4,0,1,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
702,Kenya,Nairobi,Rays International Clinic Kariobangi,Medical Clinic,Private Practice,-1.26584,36.88161,KMHFR,Embakasi West,Kariobangi South,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
164,Kenya,Nairobi,Latema Medical Services,Medical Clinic,Private Practice,-1.2827,36.82516,KMHFR,Starehe,Nairobi Central,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
387,Kenya,Nairobi,Kca Students Clinic,Medical Clinic,Private Practice,-1.25365,36.85952,KMHFR,Utalii,Ruaraka,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
349,Kenya,Nairobi,Kasarani Maternity,Nursing and Maternity Home,Private Practice,-1.22429,36.9046,KMHFR,Clay city,kasarani,3,24 hours + Weekends,60,0,12,0,0,0,0,0,0,0,No,No,Yes,No,No,,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
208,Kenya,Nairobi,Ochukar Medical Clinic,Medical Clinic,Private Practice,-1.29608,36.85961,KMHFR,Makadara,Makongeni,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
498,Kenya,Nairobi,Grace Memorial Hospital Ltd,Medical Center,Private Practice,-1.29611,36.90162,KMHFR,Embakasi East,Utawala,3,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
573,Kenya,Nairobi,Hope world wide savannah,Medical Clinic,Non-Governmental Organization,-1.28703,36.90909,KMHFR,Embakasi East,Lower Savannah,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
992,Kenya,Nairobi,Sclum Medical Clinic,Medical Clinic,Private Practice,-1.31404,36.79157,KMHFR,Kibra,Lindi,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
384,Kenya,Nairobi,St.Scholastica Uzima Hospital,Primary Care Hospital,Faith Based Organization,-1.2553,36.85572,KMHFR,Utalii,Ruaraka,4,24 hours + Weekends,48,0,20,0,2,0,4,0,1,1,No,No,Yes,Yes,Yes,No,Yes,Yes,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No
570,Kenya,Nairobi,Soweto Kayole Phc Health Centre,Basic Health Centre,Non-Governmental Organization,-1.2875,36.91027,KMHFR,Embakasi East,Lower Savannah,3,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
77,Kenya,Nairobi,Reign Dental Services,Medical Clinic,Private Practice,-1.30941,36.83065,KMHFR,Starehe,Nairobi South,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
697,Kenya,Nairobi,Jerusalem Dispensary,Dispensary,Private Practice,-1.27802,36.87421,KMHFR,Embakasi West,Kariobangi South,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
56,Kenya,Nairobi,Olivium Healthcare Limited,Medical Center,Private Practice,-1.28014,36.84803,KMHFR,Kamukunji,Estleigh North,2,24 hours,10,0,0,0,1,0,0,0,1,0,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
67,Kenya,Nairobi,South B Hospital Ltd,Primary Care Hospital,Private Practice,-1.31225,36.83669,KMHFR,Starehe,Nairobi South,4,24 hours,33,0,3,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
685,Kenya,Nairobi,Metrocare Health Clinic Sameer,Medical Center,Private Practice,-1.32699,36.88222,KMHFR,Embakasi South,Imara Daima,3,24 hours + Weekends,0,0,0,0,2,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
879,Kenya,Nairobi,Kivuli Dispensary,Dispensary,Faith Based Organization,-1.29052,36.72736,KMHFR,Dagoretti South,Riruta,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
127,Kenya,Nairobi,Belarisu Medical Centre,Primary Care Hospital,Non-Governmental Organization,-1.27233,36.83105,KMHFR,Starehe,Ngara,4,24 hours,0,24,0,0,0,2,0,0,0,2,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No
